year,biome,country_of_production,product_type,forest_500_soy,zero_deforestation_paraguay_soy,department,district_of_export,exporter,exporter_group,country_of_destination,economic_bloc,volume,fob,land_use,soy_deforestation_5_year_total_exposure,department_trase_id,country_of_production_trase_id,country_of_destination_trase_id
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""3"",""NONE"",""CAAZAPA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""PAKISTAN"",""PAKISTAN"",""1154.34"",""989851.636687974"",""427.53333333333336"",""11.139381"",""PY-06"",""PY"",""PK"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""GERMANY"",""EUROPEAN UNION"",""1149.32"",""631267.1433422806"",""385.67785234899327"",""2.700902"",""PY-10"",""PY"",""DE"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""3"",""NONE"",""CAAGUAZU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""TURKEY"",""TURKEY"",""1148.86"",""680414.2234363548"",""404.52897010953643"",""10.167411"",""PY-05"",""PY"",""TR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",,""UNKNOWN"",""ITAPUA"",""ÑACUNDAY"",""AGRO SILO SANTA CATALINA"",""AGRO SILO SANTA CATALINA"",""SPAIN"",""EUROPEAN UNION"",""1148.2"",""472622.746508636"",""411.5409844647444"",""1.4352500000000001"",""PY-07"",""PY"",""ES"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""3"",""NONE"",""CAAZAPA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""NETHERLANDS"",""EUROPEAN UNION"",""1146.94"",""783912.2599279926"",""424.7925925925926"",""11.067971000000002"",""PY-06"",""PY"",""NL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""3"",""NONE"",""SAN PEDRO"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""PAKISTAN"",""PAKISTAN"",""1141.0900000000001"",""978483.2474293705"",""452.8145857234293"",""59.33668000000001"",""PY-02"",""PY"",""PK"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""4"",""NONE"",""CAAZAPA"",""VILLETA"",""BUNGE PARAGUAY SA"",""BUNGE"",""BANGLADESH"",""BANGLADESH"",""1136.43"",""998083.3240402001"",""420.9"",""10.966549500000001"",""PY-06"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",,""UNKNOWN"",""CANINDEYU"",""ASUNCION"",""THE GRAIN LEADER PARAGUAY"",""THE GRAIN LEADER PARAGUAY"",""TAIWAN"",""TAIWAN"",""1134.99"",""573691.4124664835"",""382.1513220395854"",""7.94493"",""PY-14"",""PY"",""TW"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""3"",""NONE"",""SAN PEDRO"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""NETHERLANDS"",""EUROPEAN UNION"",""1133.75"",""774909.0725965337"",""449.90188027582207"",""58.955"",""PY-02"",""PY"",""NL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""0"",""NONE"",""ITAPUA"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""MEXICO"",""MEXICO"",""1133.29"",""688111.684745441"",""406.1969014841057"",""1.4166125"",""PY-07"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""0"",""NONE"",""ALTO PARANA"",""VILLETA"",""LOUIS DREYFUS PARAGUAY"",""LOUIS DREYFUS"",""POLAND"",""EUROPEAN UNION"",""1130.34"",""549640.366396058"",""379.30872483221475"",""2.6562989999999997"",""PY-10"",""PY"",""PL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""4"",""NONE"",""SAN PEDRO"",""VILLETA"",""BUNGE PARAGUAY SA"",""BUNGE"",""BANGLADESH"",""BANGLADESH"",""1123.3700000000001"",""986620.3943246162"",""445.78282270822524"",""58.415240000000004"",""PY-02"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""375.59060402684565"",""2.630261"",""PY-10"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""376.8550284196569"",""7.83482"",""PY-14"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134188"",""376.8550284196569"",""7.83482"",""PY-14"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""376.8550284196569"",""7.83482"",""PY-14"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""376.8550284196569"",""7.83482"",""PY-14"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""375.59060402684565"",""2.630261"",""PY-10"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""375.59060402684565"",""2.630261"",""PY-10"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CAAGUAZU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""394.10641425830806"",""9.905451"",""PY-05"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""375.59060402684565"",""2.630261"",""PY-10"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""375.59060402684565"",""2.630261"",""PY-10"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134186"",""376.8550284196569"",""7.83482"",""PY-14"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ITAPUA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1119.26"",""605074.3674134187"",""401.16823051037255"",""1.399075"",""PY-07"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""COMPANY COMMITMENT"",""CANINDEYU"",""ASUNCION"",""CARGILL AGROPECUARIA SACI"",""CARGILL"",""NETHERLANDS"",""EUROPEAN UNION"",""1116.77"",""621081.0773012013"",""376.016645004932"",""7.81739"",""PY-14"",""PY"",""NL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""0"",""NONE"",""ALTO PARANA"",""VILLETA"",""LOUIS DREYFUS PARAGUAY"",""LOUIS DREYFUS"",""SPAIN"",""EUROPEAN UNION"",""1116.02"",""578247.2186102174"",""374.503355704698"",""2.622647"",""PY-10"",""PY"",""ES"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""3"",""COMPANY COMMITMENT"",""CAAGUAZU"",""VILLETA"",""CARGILL AGROPECUARIA SACI"",""CARGILL"",""NETHERLANDS"",""EUROPEAN UNION"",""1111.49"",""932144.1351577688"",""391.37049334736065"",""9.8366865"",""PY-05"",""PY"",""NL"""
"2014,""CHACO HUMEDO"",""PARAGUAY"",""SOYBEANS"",""0"",""NONE"",""CONCEPCION"",""ANTEQUERA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""MEXICO"",""MEXICO"",""1111.17"",""639621.6296369141"",""427.37307692307695"",""72.9483105"",""PY-01"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""0"",""NONE"",""CAAGUAZU"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""BANGLADESH"",""BANGLADESH"",""1108.68"",""967090.4915072897"",""390.38105476824063"",""9.811818"",""PY-05"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",,""NONE"",""ITAPUA"",""VILLETA"",""COMPANIA PARAGUAYA DE GRANOS"",""COMPANIA PARAGUAYA DE GRANOS"",""PAKISTAN"",""PAKISTAN"",""1108.6599999999999"",""910235.5371502669"",""397.36894951810086"",""1.3858249999999999"",""PY-07"",""PY"",""PK"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""ITALY"",""EUROPEAN UNION"",""1106.72"",""541092.0090497216"",""372.6328083310425"",""7.74704"",""PY-14"",""PY"",""IT"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""ITALY"",""EUROPEAN UNION"",""1105.98"",""540727.8328846282"",""371.13422818791946"",""2.599053"",""PY-10"",""PY"",""IT"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",,""UNKNOWN"",""ITAPUA"",""VILLETA"",""EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS"",""EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS"",""THAILAND"",""THAILAND"",""1095.9"",""585462.2499999999"",""392.7954754179702"",""1.3698750000000002"",""PY-07"",""PY"",""TH"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ITAPUA"",""SAN JUAN DEL PARANA"",""ADM PARAGUAY"",""ADM"",""COSTA RICA"",""COSTA RICA"",""1092.71"",""495195.5776815596"",""391.65210689293747"",""1.3658875000000001"",""PY-07"",""PY"",""CR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ITAPUA"",""SAN JUAN DEL PARANA"",""ADM PARAGUAY"",""ADM"",""COSTA RICA"",""COSTA RICA"",""1092.71"",""495195.5776815596"",""391.65210689293747"",""1.3658875000000001"",""PY-07"",""PY"",""CR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ITAPUA"",""SAN JUAN DEL PARANA"",""ADM PARAGUAY"",""ADM"",""COSTA RICA"",""COSTA RICA"",""1092.71"",""495195.5776815596"",""391.65210689293747"",""1.3658875000000001"",""PY-07"",""PY"",""CR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""TURKEY"",""TURKEY"",""1092.59"",""647089.2338209276"",""367.87523497760384"",""7.648129999999999"",""PY-14"",""PY"",""TR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",,""NONE"",""CANINDEYU"",""VILLETA"",""COMPANIA PARAGUAYA DE GRANOS"",""COMPANIA PARAGUAYA DE GRANOS"",""ITALY"",""EUROPEAN UNION"",""1092.06"",""555860.1612322866"",""367.6967838893291"",""7.64442"",""PY-14"",""PY"",""IT"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""TURKEY"",""TURKEY"",""1091.86"",""646653.7173621649"",""366.3959731543624"",""2.565871"",""PY-10"",""PY"",""TR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",,""UNKNOWN"",""CAAZAPA"",""VILLETA"",""COMPLEJO AGRO INDUSTRIAL ANGOSTURA (CAIASA)"",""COMPLEJO AGRO INDUSTRIAL ANGOSTURA (CAIASA)"",""INDONESIA"",""INDONESIA"",""1089.81"",""589238.692911299"",""403.6333333333333"",""10.5166665"",""PY-06"",""PY"",""ID"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",,""UNKNOWN"",""SAN PEDRO"",""ANTEQUERA"",""SALTO AGUARAY"",""SALTO AGUARAY"",""GREECE"",""EUROPEAN UNION"",""1088.74"",""577533.443069884"",""432.04072602557756"",""56.61448"",""PY-02"",""PY"",""GR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CAAGUAZU"",""SAN ANTONIO"",""AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA"",""AMAGGI"",""MEXICO"",""MEXICO"",""1087.28"",""555774.1307662259"",""382.84582857850114"",""9.622428"",""PY-05"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CAAGUAZU"",""SAN ANTONIO"",""AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA"",""AMAGGI"",""MEXICO"",""MEXICO"",""1087.28"",""555774.1307662259"",""382.84582857850114"",""9.622428"",""PY-05"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""SAN ANTONIO"",""AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA"",""AMAGGI"",""MEXICO"",""MEXICO"",""1087.28"",""555774.1307662259"",""364.8590604026846"",""2.555108"",""PY-10"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""0"",""NONE"",""ITAPUA"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""BANGLADESH"",""BANGLADESH"",""1083.91"",""530818.4011202542"",""388.4979868238818"",""1.3548875"",""PY-07"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""SAN ANTONIO"",""AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA"",""AMAGGI"",""RUSSIAN FEDERATION"",""RUSSIAN FEDERATION"",""1083.54"",""567360.7939796282"",""363.6040268456376"",""2.546319"",""PY-10"",""PY"",""RU"""
"2014,""CHACO HUMEDO"",""PARAGUAY"",""SOYBEAN OIL"",""0"",""NONE"",""MISIONES"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""INDIA"",""INDIA"",""1082.25"",""878205.0652055892"",""417.85309941746823"",""0.541125"",""PY-08"",""PY"",""IN"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""3"",""COMPANY COMMITMENT"",""CAAGUAZU"",""PRESIDENTE FRANCO"",""CARGILL AGROPECUARIA SACI"",""CARGILL"",""NETHERLANDS"",""EUROPEAN UNION"",""1081.78"",""762463.2720152157"",""380.90920502506344"",""9.573753"",""PY-05"",""PY"",""NL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",,""NONE"",""CAAGUAZU"",""SAN ANTONIO"",""VICENTIN PARAGUAY"",""VICENTIN PARAGUAY"",""VIETNAM"",""VIETNAM"",""1079.06"",""547374.5505150293"",""379.9514566495451"",""9.549681"",""PY-05"",""PY"",""VN"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",,""NONE"",""CAAGUAZU"",""SAN ANTONIO"",""VICENTIN PARAGUAY"",""VICENTIN PARAGUAY"",""VIETNAM"",""VIETNAM"",""1079.06"",""547374.5505150292"",""379.9514566495451"",""9.549681"",""PY-05"",""PY"",""VN"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",,""NONE"",""ALTO PARANA"",""SAN ANTONIO"",""VICENTIN PARAGUAY"",""VICENTIN PARAGUAY"",""VIETNAM"",""VIETNAM"",""1079.06"",""547374.5505150292"",""362.1006711409396"",""2.535791"",""PY-10"",""PY"",""VN"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""4"",""NONE"",""CAAGUAZU"",""VILLETA"",""BUNGE PARAGUAY SA"",""BUNGE"",""POLAND"",""EUROPEAN UNION"",""1078.78"",""582800.7793188357"",""379.85286490500647"",""9.547203"",""PY-05"",""PY"",""PL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",,""NONE"",""CAAGUAZU"",""VILLETA"",""COMPANIA PARAGUAYA DE GRANOS"",""COMPANIA PARAGUAYA DE GRANOS"",""POLAND"",""EUROPEAN UNION"",""1078.78"",""581300.3504526071"",""379.85286490500647"",""9.547203"",""PY-05"",""PY"",""PL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",,""UNKNOWN"",""SAN PEDRO"",""VILLETA"",""COMPLEJO AGRO INDUSTRIAL ANGOSTURA (CAIASA)"",""COMPLEJO AGRO INDUSTRIAL ANGOSTURA (CAIASA)"",""INDONESIA"",""INDONESIA"",""1077.31"",""582471.3203284135"",""427.5050007849578"",""56.02011999999999"",""PY-02"",""PY"",""ID"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""MEXICO"",""MEXICO"",""1071.45"",""579230.5233969268"",""360.75739345660645"",""7.5001500000000005"",""PY-14"",""PY"",""MX"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""358.744966442953"",""2.512291"",""PY-10"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""359.9526800585372"",""7.48342"",""PY-14"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""359.9526800585372"",""7.48342"",""PY-14"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""359.9526800585372"",""7.48342"",""PY-14"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""358.744966442953"",""2.512291"",""PY-10"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""358.744966442953"",""2.512291"",""PY-10"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CAAGUAZU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""376.430322916022"",""9.461181"",""PY-05"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""358.744966442953"",""2.512291"",""PY-10"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ALTO PARANA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""358.744966442953"",""2.512291"",""PY-10"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.7975089946"",""359.9526800585372"",""7.48342"",""PY-14"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""ITAPUA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.06"",""508316.79750899464"",""383.1754092073503"",""1.336325"",""PY-07"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""NONE"",""CANINDEYU"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""BANGLADESH"",""BANGLADESH"",""1069.05"",""508316.7975089947"",""359.94931305687163"",""7.48335"",""PY-14"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""0"",""NONE"",""CAAGUAZU"",""VILLETA"",""LOUIS DREYFUS PARAGUAY"",""LOUIS DREYFUS"",""UNITED STATES"",""UNITED STATES"",""1062.03"",""536754.5740106169"",""373.95496590135525"",""9.3989655"",""PY-05"",""PY"",""US"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""0"",""NONE"",""CAAZAPA"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""EGYPT"",""EGYPT"",""1058.3899999999999"",""855299.6628985102"",""391.99629629629624"",""10.2134635"",""PY-06"",""PY"",""EG"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""0"",""NONE"",""ALTO PARANA"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""COLOMBIA"",""COLOMBIA"",""1057.84"",""529612.2564878112"",""354.97986577181206"",""2.485924"",""PY-10"",""PY"",""CO"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",,""NONE"",""CAAZAPA"",""VILLETA"",""COMPANIA PARAGUAYA DE GRANOS"",""COMPANIA PARAGUAYA DE GRANOS"",""IRAN"",""IRAN"",""1054.44"",""846936.7951007722"",""390.53333333333336"",""10.175346000000001"",""PY-06"",""PY"",""IR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""0"",""NONE"",""CANINDEYU"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""BANGLADESH"",""BANGLADESH"",""1054.38"",""919724.8141352126"",""355.00992161349274"",""7.380660000000001"",""PY-14"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",""4"",""NONE"",""CAAGUAZU"",""VILLETA"",""BUNGE PARAGUAY SA"",""BUNGE"",""INDONESIA"",""INDONESIA"",""1054.33"",""448983.918280093"",""371.24369292654245"",""9.3308205"",""PY-05"",""PY"",""ID"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""0"",""NONE"",""ALTO PARANA"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""BANGLADESH"",""BANGLADESH"",""1053.67"",""919105.8032273612"",""353.5805369127517"",""2.4761245"",""PY-10"",""PY"",""BD"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""COMPANY COMMITMENT"",""ITAPUA"",""NATALIO"",""CARGILL AGROPECUARIA SACI"",""CARGILL"",""GREECE"",""EUROPEAN UNION"",""1051.46"",""545064.7914648297"",""376.8671690692389"",""1.314325"",""PY-07"",""PY"",""GR"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""COMPANY COMMITMENT"",""ITAPUA"",""NATALIO"",""CARGILL AGROPECUARIA SACI"",""CARGILL"",""ISRAEL"",""ISRAEL"",""1051.46"",""545064.7914648295"",""376.8671690692389"",""1.314325"",""PY-07"",""PY"",""IL"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN CAKE"",,""UNKNOWN"",""ITAPUA"",""PILAR"",""OLEAGINOSA RAATZ"",""OLEAGINOSA RAATZ"",""MYANMAR"",""MYANMAR"",""1050"",""458850"",""376.34387187596377"",""1.3125"",""PY-07"",""PY"",""MM"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""0"",""NONE"",""ITAPUA"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""TUNISIA"",""TUNISIA"",""1049.6"",""496651.2948845825"",""376.20050278191576"",""1.3119999999999998"",""PY-07"",""PY"",""TN"""
"2014,""CHACO HUMEDO"",""PARAGUAY"",""SOYBEAN CAKE"",""3"",""NONE"",""MISIONES"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""ALGERIA"",""ALGERIA"",""1047.1100000000001"",""445196.49189384707"",""404.28566313793044"",""0.5235550000000001"",""PY-08"",""PY"",""DZ"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""0"",""NONE"",""SAN PEDRO"",""VILLETA"",""MERCANTIL COMERCIAL (MERCO)"",""LOUIS DREYFUS"",""EGYPT"",""EGYPT"",""1046.23"",""845476.5953395001"",""415.17163766348256"",""54.40396"",""PY-02"",""PY"",""EG"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEAN OIL"",""3"",""NONE"",""ITAPUA"",""VILLETA"",""ADM PARAGUAY"",""ADM"",""PAKISTAN"",""PAKISTAN"",""1045.73"",""896733.4108247474"",""374.8134067970015"",""1.3071625"",""PY-07"",""PY"",""PK"""
"2014,""MATA ATLANTICA"",""PARAGUAY"",""SOYBEANS"",""3"",""COMPANY COMMITMENT"",""CANINDEYU"",""ASUNCION"",""CARGILL AGROPECUARIA SACI"",""CARGILL"",""FRANCE"",""EUROPEAN UNION"",""1044.67"",""568465.2276958465"",""351.74056299623226"",""7.312690000000001"",""PY-14"",""PY"",""FR"""
